Albany Creek,16164.00,16363.00,16386.00,16383.00,16389.00,16419.00,16458.00,16460.00,16531.00,16531.00,16580.00
Cashmere,9922.00,10741.00,12008.00,12979.00,14302.00,15200.00,15868.00,16483.00,16980.00,17613.00,18142.00
Dayboro,6532.00,6773.00,7225.00,7417.00,7695.00,7810.00,7892.00,8050.00,8197.00,8354.00,8538.00
Eatons Hill,7258.00,7431.00,7556.00,7772.00,8031.00,8169.00,8255.00,8255.00,8229.00,8183.00,8161.00
Hills District,22759.00,22782.00,22879.00,23019.00,23193.00,23353.00,23530.00,23947.00,24135.00,24253.00,24418.00
Samford Valley,10005.00,10284.00,10641.00,10908.00,11101.00,11176.00,11273.00,11396.00,11540.00,11647.00,11686.00
Dakabin - Kallangur,16865.00,17312.00,17864.00,18783.00,19919.00,20573.00,21014.00,21812.00,22560.00,23428.00,24547.00
Murrumba Downs - Griffin,8134.00,8457.00,9173.00,9828.00,10422.00,11179.00,12041.00,12687.00,13260.00,13838.00,14543.00
North Lakes - Mango Hill,7968.00,9157.00,11556.00,13758.00,15875.00,17865.00,19794.00,21881.00,23784.00,26025.00,28556.00
Bray Park,9145.00,9244.00,9522.00,9867.00,9997.00,10248.00,10360.00,10601.00,10708.00,10749.00,10869.00
Lawnton,5658.00,5754.00,5786.00,5853.00,5888.00,5904.00,5921.00,5985.00,6091.00,6226.00,6356.00
Petrie,8775.00,8796.00,8824.00,8817.00,8824.00,8817.00,8795.00,8931.00,8920.00,8956.00,8895.00
Strathpine - Brendale,11331.00,11339.00,11393.00,11446.00,11474.00,11535.00,11586.00,11950.00,12144.00,12288.00,12478.00
