LIMEVALE
200412,1,1
200004,1,1
200612,1,1
201004,1,1
200911,2,2
200607,1,1
200003,1,1
200702,1,1
201002,1,1
200201,1,1
201111,1,1
201104,1,1
201003,1,1
200501,1,1
201009,1,1
