MUCKADILLA
201303,1,1
200102,1,1
200806,2,2
201009,1,1
200808,1,1
200308,1,1
201305,4,4
200003,1,1
200908,2,2
200402,2,2
200903,2,2
200309,1,1
200310,1,1
200001,2,2
200612,1,1
200712,1,1
201110,1,1
201304,1,1
201211,1,1
200501,2,2
201012,1,1
200411,3,3
200207,1,1
200205,2,2
200312,1,1
200204,2,2
200401,1,1
200305,1,1
200912,1,1
200206,5,5
200702,1,1
200907,1,1
200803,2,2
200211,1,1
200101,1,1
200112,1,1
200405,1,1
